city	x	y
8995	965	437
8996	594	932
8997	429	606
8998	101	292
8999	638	834
9000	264	158
9001	110	830
9002	193	724
9003	345	372
9004	675	134
9005	329	584
9006	870	293
9007	54	437
9008	94	139
9009	919	584
9010	567	935
9011	470	59
9012	343	161
9013	735	344
9014	483	488
9015	602	119
9016	875	829
9017	33	793
9018	569	249
9019	540	638
9020	184	384
9021	813	104
9022	67	593
9023	287	103
9024	733	517
9025	452	830
9026	624	873
9027	6	222
9028	529	283
9029	991	916
9030	502	238
9031	749	319
9032	21	205
9033	839	43
9034	500	80
9035	196	6
9036	828	298
9037	520	301
9038	28	824
9039	301	942
9040	135	737
9041	870	871
9042	408	205
9043	346	167
9044	954	660
9045	775	222
9046	403	174
9047	566	707
9048	180	329
9049	707	883
9050	599	557
9051	365	858
9052	228	938
9053	802	243
9054	569	399
9055	616	335
9056	491	1000
9057	5	615
9058	38	951
9059	753	303
9060	426	109
9061	214	764
9062	636	376
9063	133	663
9064	739	934
9065	346	640
9066	719	821
9067	104	950
9068	975	840
9069	39	680
9070	53	293
9071	9	20
9072	729	785
9073	103	752
9074	783	675
9075	488	161
9076	130	787
9077	421	773
9078	348	795
9079	67	997
9080	466	654
9081	673	244
9082	736	792
9083	890	430
9084	824	281
9085	936	735
9086	740	335
9087	403	726
9088	313	60
9089	574	565
9090	2	975
9091	864	936
9092	494	414
9093	351	186
9094	71	8
9095	35	84
9096	406	444
9097	868	34
9098	954	155
9099	77	746
9100	417	158
9101	616	85
9102	81	117
9103	122	781
9104	554	623
9105	182	695
9106	347	71
9107	109	16
9108	136	446
9109	598	117
9110	223	705
9111	401	852
9112	36	787
9113	528	497
9114	638	189
9115	28	783
9116	597	502
9117	64	770
9118	995	270
9119	830	748
9120	380	639
9121	310	243
9122	882	742
9123	506	835
9124	940	196
9125	213	118
9126	823	962
9127	874	628
9128	765	942
9129	305	900
9130	129	372
9131	197	798
9132	454	129
9133	416	954
9134	463	891
9135	988	775
9136	258	813
9137	806	496
9138	607	718
9139	769	986
9140	355	134
9141	510	605
9142	582	265
9143	872	979
9144	961	420
9145	834	865
9146	3	873
9147	129	71
9148	623	855
9149	902	796
9150	325	32
9151	213	100
9152	234	646
9153	861	901
9154	378	49
9155	897	98
9156	501	203
9157	910	903
9158	453	829
9159	294	199
9160	27	423
9161	276	996
9162	87	237
9163	515	421
9164	493	135
9165	148	644
9166	395	743
9167	947	653
9168	279	231
9169	500	925
9170	158	707
9171	651	328
9172	331	896
9173	907	964
9174	368	118
9175	55	563
9176	349	180
9177	373	334
9178	683	260
9179	23	691
9180	550	908
9181	495	775
9182	68	769
9183	911	317
9184	238	667
9185	246	270
9186	330	543
9187	321	870
9188	965	946
9189	58	119
9190	603	715
9191	63	929
9192	799	894
9193	264	43
9194	823	338
9195	239	769
9196	559	809
9197	674	939
9198	22	339
9199	997	885
9200	634	591
9201	660	460
9202	688	672
9203	320	373
9204	515	544
9205	105	628
9206	336	274
9207	940	340
9208	47	944
9209	530	789
9210	231	782
9211	158	650
9212	91	445
9213	965	906
9214	973	954
9215	64	487
9216	564	499
9217	470	315
9218	406	188
9219	672	759
9220	811	424
9221	553	619
9222	358	714
9223	637	446
9224	376	431
9225	388	929
9226	702	482
9227	699	633
9228	373	870
9229	327	284
9230	685	113
9231	512	369
9232	983	524
9233	854	933
9234	343	106
9235	252	974
9236	104	352
9237	979	457
9238	254	931
9239	79	821
9240	402	817
9241	244	752
9242	525	678
9243	77	134
9244	531	405
9245	717	244
9246	617	457
9247	976	655
9248	945	390
9249	540	812
9250	37	149
9251	822	710
9252	398	703
9253	155	138
9254	969	200
9255	733	853
9256	105	922
9257	480	705
9258	720	286
9259	184	891
9260	319	955
9261	642	733
9262	500	222
9263	951	95
9264	765	473
9265	390	492
9266	227	754
9267	832	641
9268	227	943
9269	946	27
9270	559	771
9271	235	153
9272	307	921
9273	242	7
9274	749	823
9275	533	655
9276	385	220
9277	877	214
9278	407	403
9279	625	197
9280	386	341
9281	778	952
9282	476	457
9283	540	915
9284	331	659
9285	690	734
9286	705	824
9287	342	419
9288	131	215
9289	231	108
9290	522	50
9291	679	390
9292	559	743
9293	25	350
9294	950	537
9295	140	952
9296	464	157
9297	937	535
9298	641	780
9299	327	539
9300	593	406
9301	193	573
9302	316	600
9303	606	345
9304	544	558
9305	929	534
9306	886	459
9307	220	884
9308	759	602
9309	503	930
9310	48	249
9311	999	706
9312	614	535
9313	677	679
9314	597	565
9315	289	848
9316	485	141
9317	511	844
9318	638	529
9319	348	431
9320	388	817
9321	945	57
9322	991	200
9323	754	669
9324	227	45
9325	531	668
9326	234	705
9327	897	828
9328	182	301
9329	191	803
9330	469	51
9331	772	584
9332	493	478
9333	902	390
9334	671	337
9335	350	865
9336	699	548
9337	20	747
9338	167	307
9339	286	391
9340	390	731
9341	311	609
9342	97	367
9343	739	612
9344	785	911
9345	530	248
9346	759	205
9347	616	429
9348	770	896
9349	752	74
9350	145	592
9351	280	185
9352	816	269
9353	853	69
9354	244	264
9355	718	634
9356	70	543
9357	284	629
9358	45	703
9359	919	222
9360	76	12
9361	405	907
9362	572	509
9363	362	550
9364	541	330
9365	457	609
9366	613	830
9367	775	76
9368	311	656
9369	54	964
9370	671	113
9371	992	401
9372	964	2
9373	693	345
9374	805	950
9375	987	543
9376	793	342
9377	413	647
9378	166	957
9379	798	226
9380	994	999
9381	318	44
9382	407	33
9383	781	152
9384	558	839
9385	738	347
9386	349	420
9387	196	663
9388	669	264
9389	441	322
9390	922	599
9391	872	965
9392	870	330
9393	664	569
9394	518	958
9395	488	659
9396	672	673
9397	670	682
9398	554	634
9399	850	911
9400	146	431
9401	395	794
9402	176	48
9403	211	214
9404	316	961
9405	236	293
9406	299	801
9407	430	887
9408	489	31
9409	113	469
9410	634	519
9411	152	99
9412	580	979
9413	893	498
9414	563	599
9415	416	73
9416	821	216
9417	183	995
9418	358	428
9419	285	730
9420	519	360
9421	197	72
9422	644	161
9423	233	89
9424	12	255
9425	456	274
9426	939	697
9427	555	130
9428	125	168
9429	405	124
9430	320	266
9431	609	319
9432	184	448
9433	944	588
9434	50	814
9435	378	177
9436	390	820
9437	768	75
9438	11	438
9439	780	249
9440	835	389
9441	241	621
9442	923	79
9443	630	794
9444	547	524
9445	218	920
9446	271	641
9447	212	365
9448	528	209
9449	766	943
9450	45	947
9451	182	322
9452	319	886
9453	305	940
9454	805	828
9455	394	749
9456	579	821
9457	812	891
9458	54	247
9459	904	183
9460	254	779
9461	82	582
9462	94	26
9463	462	392
9464	159	426
9465	2	503
9466	730	49
9467	345	761
9468	558	185
9469	640	796
9470	436	579
9471	977	807
9472	848	727
9473	878	68
9474	298	844
9475	707	760
9476	395	512
9477	614	116
9478	617	25
9479	386	863
9480	852	7
9481	849	655
9482	638	947
9483	97	172
9484	105	583
9485	150	948
9486	782	341
9487	205	292
9488	78	171
9489	171	69
9490	367	983
9491	311	761
9492	695	219
9493	163	342
9494	90	780
9495	437	470
9496	860	984
9497	283	70
9498	473	322
9499	228	246
9500	733	799
9501	762	473
9502	233	371
9503	179	762
9504	696	285
9505	476	649
9506	593	63
9507	993	76
9508	946	254
9509	182	222
9510	605	849
9511	398	389
9512	903	887
9513	953	868
9514	86	791
9515	186	607
9516	914	73
9517	214	641
9518	569	242
9519	282	395
9520	306	234
9521	29	946
9522	596	623
9523	616	618
9524	52	241
9525	574	183
9526	457	680
9527	856	280
9528	699	24
9529	383	825
9530	427	285
9531	621	836
9532	105	275
9533	147	862
9534	62	525
9535	642	973
9536	256	799
9537	431	862
9538	745	624
9539	725	694
9540	819	29
9541	989	235
9542	625	357
9543	102	951
9544	799	165
9545	820	468
9546	701	554
9547	339	850
9548	94	377
9549	626	78
9550	668	942
9551	107	50
9552	599	130
9553	404	354
9554	415	159
9555	772	149
9556	2	32
9557	563	597
9558	178	550
9559	803	41
9560	469	658
9561	48	993
9562	769	704
9563	926	527
9564	782	242
9565	472	145
9566	975	461
9567	551	754
9568	708	872
9569	999	275
9570	429	791
9571	738	308
9572	740	544
9573	276	519
9574	316	521
9575	937	309
9576	406	868
9577	125	125
9578	987	730
9579	467	293
9580	180	543
9581	763	295
9582	997	963
9583	668	432
9584	709	261
9585	157	255
9586	788	677
9587	648	229
9588	779	757
9589	123	440
9590	717	487
9591	254	522
9592	593	756
9593	908	65
9594	799	636
9595	404	843
9596	412	167
9597	461	392
9598	495	660
9599	103	416
9600	241	320
9601	550	527
9602	185	861
9603	846	427
9604	663	511
9605	180	171
9606	835	546
9607	870	984
9608	36	451
9609	978	803
9610	830	402
9611	434	392
9612	273	924
9613	405	319
9614	799	340
9615	225	466
9616	879	73
9617	779	823
9618	278	479
9619	285	362
9620	73	297
9621	841	312
9622	826	584
9623	962	551
9624	136	858
9625	33	23
9626	427	523
9627	799	935
9628	968	549
9629	315	743
9630	392	332
9631	720	641
9632	273	311
9633	465	950
9634	16	108
9635	590	749
9636	535	10
9637	871	475
9638	290	516
9639	953	427
9640	77	697
9641	887	740
9642	920	727
9643	500	616
9644	448	328
9645	656	966
9646	409	938
9647	519	43
9648	450	766
9649	83	259
9650	795	433
9651	344	929
9652	297	155
9653	432	560
9654	582	491
9655	75	316
9656	335	210
9657	340	108
9658	838	359
9659	506	3
9660	495	56
9661	843	948
9662	150	516
9663	337	184
9664	680	378
9665	354	172
9666	314	459
9667	668	138
9668	740	752
9669	998	221
9670	745	479
9671	727	813
9672	606	600
9673	586	507
9674	415	914
9675	612	603
9676	778	36
9677	794	355
9678	675	14
9679	149	515
9680	706	549
9681	20	745
9682	992	263
9683	390	618
9684	727	90
9685	405	198
9686	514	608
9687	317	245
9688	748	194
9689	237	506
9690	606	901
9691	149	105
9692	501	81
9693	119	235
9694	569	403
9695	807	977
9696	135	793
9697	714	670
9698	215	504
9699	50	140
9700	590	661
9701	511	836
9702	267	838
9703	892	161
9704	709	366
9705	174	919
9706	115	968
9707	422	486
9708	150	912
9709	754	457
9710	726	443
9711	967	25
9712	110	908
9713	554	229
9714	162	885
9715	17	323
9716	18	882
9717	490	848
9718	727	347
9719	711	279
9720	448	364
9721	123	359
9722	808	110
9723	65	678
9724	29	925
9725	997	114
9726	877	131
9727	720	427
9728	911	368
9729	189	859
9730	998	25
9731	754	646
9732	969	389
9733	266	934
9734	53	971
9735	868	440
9736	631	119
9737	307	950
9738	310	60
9739	550	614
9740	159	498
9741	867	579
9742	598	996
9743	777	950
9744	38	946
9745	63	393
9746	346	943
9747	218	163
9748	712	655
9749	119	37
9750	72	367
9751	89	846
9752	520	630
9753	983	296
9754	690	941
9755	223	282
9756	125	433
9757	422	254
9758	614	702
9759	487	913
9760	908	815
9761	23	628
9762	998	921
9763	142	611
9764	819	898
9765	153	930
9766	939	486
9767	452	743
9768	198	424
9769	879	542
9770	70	185
9771	164	460
9772	816	154
9773	348	465
9774	790	758
9775	726	362
9776	657	65
9777	971	254
9778	422	642
9779	443	629
9780	30	651
9781	497	49
9782	873	261
9783	749	984
9784	403	307
9785	884	229
9786	780	681
9787	207	414
9788	644	964
9789	736	740
9790	362	539
9791	565	477
9792	543	931
9793	47	738
9794	753	628
9795	933	211
9796	176	20
9797	559	991
9798	836	150
9799	166	657
9800	968	368
9801	108	37
9802	266	746
9803	992	782
9804	871	347
9805	304	870
9806	606	593
9807	225	689
9808	422	11
9809	260	511
9810	800	365
9811	390	420
9812	929	185
9813	726	755
9814	736	856
9815	650	168
9816	65	293
9817	900	401
9818	627	537
9819	32	170
9820	456	50
9821	658	804
9822	560	770
9823	868	367
9824	821	640
9825	509	809
9826	768	818
9827	732	865
9828	275	985
9829	56	698
9830	846	680
9831	492	889
9832	855	289
9833	65	107
9834	833	538
9835	491	261
9836	124	497
9837	72	79
9838	103	606
9839	461	550
9840	912	375
9841	431	498
9842	960	515
9843	568	368
9844	230	711
9845	894	96
9846	980	220
9847	566	707
9848	879	279
9849	246	574
9850	177	330
9851	868	599
9852	429	472
9853	235	81
9854	509	548
9855	304	759
9856	670	267
9857	7	360
9858	340	544
9859	463	242
9860	355	439
9861	935	243
9862	479	792
9863	95	765
9864	389	386
9865	181	120
9866	967	56
9867	405	699
9868	917	856
9869	162	208
9870	154	78
9871	30	546
9872	979	128
9873	645	319
9874	374	324
9875	980	280
9876	135	151
9877	341	709
9878	172	858
9879	598	779
9880	591	604
9881	116	691
9882	401	990
9883	519	701
9884	733	510
9885	690	776
9886	666	611
9887	245	265
9888	729	585
9889	711	13
9890	255	493
9891	798	985
9892	184	602
9893	36	985
9894	506	682
9895	326	875
9896	428	513
9897	715	590
9898	92	326
9899	15	829
9900	521	936
9901	298	947
9902	7	602
9903	935	779
9904	216	618
9905	10	543
9906	998	349
9907	76	512
9908	177	811
9909	899	454
9910	724	387
9911	851	548
9912	869	709
9913	279	518
9914	549	735
9915	418	828
9916	12	887
9917	341	912
9918	309	58
9919	473	428
9920	612	786
9921	28	989
9922	144	950
9923	638	64
9924	975	977
9925	475	516
9926	28	382
9927	232	969
9928	174	169
9929	614	561
9930	570	7
9931	270	617
9932	817	895
9933	355	724
9934	437	909
9935	550	651
9936	141	764
9937	59	330
9938	828	785
9939	584	952
9940	226	468
9941	521	967
9942	336	123
9943	869	523
9944	930	604
9945	615	6
9946	480	470
9947	925	464
9948	218	597
9949	855	258
9950	428	494
9951	583	850
9952	141	102
9953	292	755
9954	788	327
9955	428	263
9956	769	982
9957	684	604
9958	828	727
9959	470	494
9960	110	404
9961	464	694
9962	936	787
9963	285	324
9964	645	451
9965	304	982
9966	701	558
9967	489	785
9968	802	347
9969	245	692
9970	756	76
9971	984	175
9972	29	416
9973	697	389
9974	353	589
9975	649	450
9976	713	628
9977	692	272
9978	17	229
9979	706	250
9980	263	816
9981	475	747
9982	685	962
9983	777	864
9984	97	997
9985	88	29
9986	835	656
9987	671	762
9988	620	183
9989	13	211
9990	145	144
9991	336	289
9992	615	254
9993	344	504
9994	736	478
9995	442	624
9996	685	889
9997	403	704
9998	4	478
9999	389	89
